,id,name,description,languages,publisher
1839,27LI9R8WIzW23ehVAbUMl5,Defining Moments ,"These defining moments are ""pearls of wisdom"" from Douglas McKeown that have been life-changing for his clients over the last 40 odd years. These are often simple financial ideas that can literally be life-changing if implemented or heeded.   This is ""not"" personal financial advice, however, if you would like to have s discussion regarding your personal financial objectives, please visit our website and arrange a time to talk to Douglas.  http://wealtharchitectsnz.com ",['en'],Douglas McKeown
1840,39FvGilSI7CFeBGaV9qBhr,Building Wealth In Your Twenties,This is a podcast for those who are ready to take their finances seriously. We'll cover the basics of investing and personal finance. ,['en'],Charles A. Baird
1841,68VL1CoXWkIBfjrfFtxgmR,Life Planned Differently,"Welcome to Life Planned Differently with Rick Dwyer from Argallus Financial Group. In this podcast, we help you connect your personal expectations to your financial reality. Stop google searching for financial advice and start listening to the show that draws from Rick’s experience and guest experts to steer you away from costly financial planning mistakes. ",['en'],Rick Dwyer
1842,4zTq2yvTDQBVqJhtEm0Kru,Just ask Debbie,"This is a podcast for any age person seeking practical advice , personal finances and spiritual advice 😘",['en'],Debbie Alvarado Langham
1843,09k2JZUUZ1LGBdA44SGx7F,Money Drills with Mo ,Personal Finance Education,['en'],Motunrayo Olaleye
1844,0EFMVlPzKevF3VQQakj9wz,Derek Everyday,"Personal finances, easy.",['en'],Derek Zemble
1845,1sz1C5erGWLcl1GvXVHFsP,BestYouPRO ,"Personal Development, Career Advancement, Investing and Financial Education ",['en-US'],Devrhoid Davis 
1846,5Fc111YL1MIpfGE2tLdbyW,Izzy Bryars,Podcast for Online Personal Finance.,['en'],Izzy Bryars
1847,6kxqpdmssMDKljIGQhDn1q,Claire Faulkner's Podcast,Online personal finance period 9,['en'],Claire Faulkner
1848,7x1sSPuLIT3UnWknSsiMr9,Elev8,"Personal finance, growth and development ",['en'],Oluwafemi Olatunji
1849,3Nb6xCcSKxGUMZdYJ82mYF,Jon Burrell,"Personal Finance, Purpose, Progress, and Peace ",['en'],Burrell Records
1851,5MbOmVgFTIAfJXNd8iKvUQ,Peter Jeong Podcast,"MMA, personal finance, apologetics, and politics. ",['en-US'],Peter Jeong
1852,6g9NmxnaKjIrq6AIvIhOrJ,Money Guide,Let's make personal finance easy and fun! If it's money or discipline we talk about it.,['en-US'],Evan Cox
1853,6aDCfyQdhFOA0cHpEvEwql,The Abundant Life,"Charles and Angela host The Abundant Life, a YouTube channel, where they share their rags to riches journey of how they prospered by applying the word of God to their finances and health. Their goal is to pray for people and share their personal experiences regarding money to help others apply simple, practical applications, tools, and mentor resources to prosper them spiritually, physically, and financially.  In addition, Charles teaches on finances and health from the bible, revelation of the word, personal experiences, and offers additional resources through podcasts, videos, classroom an",['en'],Todd WorldWide
1854,0faifxM5Wx0dUJ4hUD0num,Lbrackney,Online Personal Finance podcasts by Lauren Brackney.,['en'],Lauren Brackney
1855,2Zn33VTQV1GFSsPHuMJl5r,A. Fox OPF-Black,All podcasts made for Online Personal Finance. ,['en'],Ally Fox
1856,6u8nMDulAgJtU2pSkzvuNY,Wealthy Olubola Podcast,Herbal Health. Personal Finance. Network Marketing Secrets,['en'],Olubola Adeleye
1857,6IbXI5tPmbJVamlt319wKW,The Berkshire Way,Investment Education & Analysis Personal finance topics and more! ,['en'],Rehan Y W
1859,1XYCOs1U0uSP4JjJd4CtiW,The Intersections of Wealth,"Wealth does not exist in a bubble. Your personal, professional, and financial lives are deeply interconnected. The Intersections of wealth podcast will explore these interconnections through conversations with interesting guests and subject matter experts from within and outside the financial world. The goal is to help listeners gain clarity and confidence regarding finances and life plans. From finances and family to entrepreneurship and philanthropy, we will cover it all.",['en'],Adrian Lalljee
1860,6DPycPnFSwAib1PtTNPPVX,Make & Save 100,"This podcast is about mobilizing resources around our environment and breaking free to attain financial independence. The podcast explore simple solutions that helps solve personal finance and business continuity through discussions in financial topics. We cover everything from investing, budgeting, saving and compliance. Hottensiah Kaniu breaks down the finance complexity to a language we all understand and gives a sound advise that is actionable and also does interviews.",['en'],Hottensiah Kaniu
1861,0WQ455Y7mIV2V5ZwrsqVwL,Tax 4 YA,Tax and personal financial advice for college to 30s. ,['en-US'],Aimee
1862,7nuGVhVYokwMq4nW0Ozn9W,Cash Money Attitude,Focused on empowerment through personal finance and career development ,['en'],Cash Money Attitude
1863,00FhVDsLv1opj0kg5Kjdrh,The Austin Show,"A great place to talk personal growth, fitness and finance.",['en'],Austin
1866,1MGsZvatTfchSaPzrop0lF,T Tombs,"Entrupanour Ship, Finance, Music, Sports, Spirtual, the personal story of Interviewing with TTombs",['en-US'],T Tombs
1867,460Zyd5cbn6hxjnbuOX4xl,UNLOCKED,"Veteran analyst, planner & educator turns the financial industry on it's head by revealing insider secrets that intentionally keep the masses from living a prosperous life! You will question everything you thought you knew about money, personal finance and investing. UNLOCKED: This Changes Everything!",['en-US'],D.L Witt
1869,0GAw9dfW01x8OeQUyYbzLa,Ashley Han ,Personal finance  Cover art photo provided by Koushik Chowdavarapu on Unsplash: https://unsplash.com/@koushikc,['en'],Ashley Han
1870,3qap0HRxeEhLjPd6H92UpH,Family Man Millionaire,"Personal finances geared towards families struggling with lack of motivation, debt and feeling stuck.",['en'],Michael Pyle
1872,30JbnhHZjDriVMTL0q9aDU,Her Growth,"My journey as a young woman on her path to religious, personal, and financial growth.",['en'],Synovia
1873,5jhYcdRSWpJxdJwXSVI0Al,HuskDoes,"Talking about topics that interest me. Currently those topics include personal finance, tech and business",['en'],Michael Huskey
1874,7KuXpMWJO07UjLuVCx29HW,Drewwww,Personal finance class  Cover art photo provided by JJ Ying on Unsplash: https://unsplash.com/@jjying,['en'],Drew Bechtold
1875,0BRufXUkPoPluJ6hkeh47l,Success With Self Improvement,"Join me on my journey to success with self improvement in personal finance, health, mindset, etc.",['en'],Mayuk Sengupta
1876,0DRGC9sR8VhDAwlmIrk7Ng,Obert Manyanye (Corporate Doctor),"Providing insight, information, teaching and mentoring sessions on Finances, Entrepreneurship,  Career, Leadership, Personal and Skills Development ",['en'],Obert Manyanye
1877,7pnhvi4TqD1gqZW9mhhQ0F,Fundamentals of Money/Banking (USA),"Personal Finance, Money, & Banking - Bite Size Answers To Questions You May Be Too Afraid to Ask",['en'],Mark Charles
1878,5P9vYOLL6IMz0deDMG6pKE,Sales Over Coffee,This podcast is created to share my personal experience and sales tips as a Financial Sales consultant to a Financial Sales Director. From Sales to Management tips for people who are in the sales line or similar industry. Support this podcast: https://anchor.fm/jason-ng/support,['en'],Jason Ng
1879,62WieCfgR0irhNYpJQ86CT,Carpe Dime,"       Carpe Dime is an all-new podcast about seizing the day without making financial decisions that could seize your wallet. Join our two hosts, Dusty Simmons and James Davidson, for new episodes every other week as they talk about life, personal finances, and everything in between!     ",['en'],All INdiana Podcast Network
